"ID","Address","City","State","Zip","lat","long","id","input_address","match_indicator","match_type","matched_address","tiger_line_id","tiger_side"
201920,"407 N APPLEKNOCKER ST","COBDEN","IL",62920,37.5362920640001,-89.255389215,420,"407 N APPLEKNOCKER ST, COBDEN, IL, 62920","Match","Exact","407 N APPLEKNOCKER ST, COBDEN, IL, 62920",5965307,"L"
201921,"407 N BROADWAY","BURNS","OR",97720,43.5892023860001,-119.054411205,421,"407 N BROADWAY, BURNS, OR, 97720","Match","Non_Exact","407 N BROADWAY AVE, BURNS, OR, 97720",152799526,"R"
201922,"407 N FRONT STREET","STEELTON","PA",17113,40.237010148,-76.84605966,422,"407 N FRONT STREET, STEELTON, PA, 17113","Match","Exact","407 N FRONT ST, STEELTON, PA, 17113",70828657,"R"
201923,"407 N STREEPER STREET","BALTIMORE","MD",21224,39.2959780960001,-76.577152272,423,"407 N STREEPER STREET, BALTIMORE, MD, 21224","Match","Exact","407 N STREEPER ST, BALTIMORE, MD, 21224",206424346,"R"
201924,"407 NEWELL AVENUE","DALLAS","TX",75223,32.8080071520001,-96.7437960459999,424,"407 NEWELL AVENUE, DALLAS, TX, 75223","Match","Exact","407 NEWELL AVE, DALLAS, TX, 75223",102920122,"R"
201925,"407 NEWTOWN ROAD","LITTLETON","MA",1460,42.5279447890001,-71.459442484,425,"407 NEWTOWN ROAD, LITTLETON, MA, 1460","Match","Exact","407 NEWTOWN RD, LITTLETON, MA, 01460",87091422,"R"
201926,"407 NORTH FRONT STREET","HARRISBURG","PA",17110,40.2370096060001,-76.846058227,426,"407 NORTH FRONT STREET, HARRISBURG, PA, 17110","Match","Non_Exact","407 N FRONT ST, HARRISBURG, PA, 17113",70828657,"R"
201927,"407 OCEAN FRONT WALK 6","VENICE","CA",90291,33.9938304890001,-118.479801377,427,"407 OCEAN FRONT WALK 6, VENICE, CA, 90291","Match","Exact","407 OCEAN FRONT WALK, VENICE, CA, 90291",141575748,"L"
201928,"407 OLYMPIC WAY SW","OLYMPIA","WA",98502,47.044112876,-122.912366793,428,"407 OLYMPIC WAY SW, OLYMPIA, WA, 98502","Match","Exact","407 OLYMPIC WAY SW, OLYMPIA, WA, 98502",180943666,"R"
201929,"407 ORLEANS LANE","SCHAUMBURG","IL",60193,42.01880736,-88.1154546389999,429,"407 ORLEANS LANE, SCHAUMBURG, IL, 60193","Match","Exact","407 ORLEANS LN, SCHAUMBURG, IL, 60193",111694246,"L"
201930,"407 PARK AVENUE","MUSCLE SHOALS","AL",35661,34.755042019,-87.66113024,430,"407 PARK AVENUE, MUSCLE SHOALS, AL, 35661","Match","Exact","407 PARK AVE, MUSCLE SHOALS, AL, 35661",40771676,"L"
201931,"407 PATTY DR","BRADFORD","OH",45308,40.132515905,-84.4267115979999,431,"407 PATTY DR, BRADFORD, OH, 45308","Match","Exact","407 PATTY DR, BRADFORD, OH, 45308",135304624,"R"
201932,"407 PEACE STREET","PELLA","IA",50219,41.4014859650001,-92.911515214,432,"407 PEACE STREET, PELLA, IA, 50219","Match","Exact","407 PEACE ST, PELLA, IA, 50219",89472710,"R"
201933,"407 PEBBLE BROOK DRIVE","CLINTON","MS",39056,32.3145072510001,-90.33100827,433,"407 PEBBLE BROOK DRIVE, CLINTON, MS, 39056","Match","Exact","407 PEBBLE BROOK DR, CLINTON, MS, 39056",65362802,"R"
201934,"407 PEE DEE CHURCH ROAD","DILLON","SC",29536,34.3922948430001,-79.327442076,434,"407 PEE DEE CHURCH ROAD, DILLON, SC, 29536","Match","Exact","407 PEE DEE CHURCH RD, DILLON, SC, 29536",28828917,"L"
201935,"407 PINE MEADOWS LOOP","HOT SPRINGS","AR",71901,34.4616474690001,-93.015515952,435,"407 PINE MEADOWS LOOP, HOT SPRINGS, AR, 71901","Match","Exact","407 PINE MEADOWS LOOP, HOT SPRINGS, AR, 71901",22771368,"R"
201936,"407 PULASKI ST","SOUTH PLAINFIELD","NJ",7080,40.5770568670001,-74.4181670089999,436,"407 PULASKI ST, SOUTH PLAINFIELD, NJ, 7080","Match","Exact","407 PULASKI ST, S PLAINFIELD, NJ, 07080",60261195,"L"
201937,"407 RANCH RD","PORTLAND","TN",37148,36.5925663530001,-86.460951831,437,"407 RANCH RD, PORTLAND, TN, 37148","Match","Exact","407 RANCH RD, PORTLAND, TN, 37148",29792423,"L"
201938,"407 REDBUD COURT","HARRISBURG","PA",17110,40.3355090910001,-76.870978763,438,"407 REDBUD COURT, HARRISBURG, PA, 17110","Match","Exact","407 REDBUD CT, HARRISBURG, PA, 17110",634138233,"R"
201939,"407 REGALWOOD DR","JACKSONVILLE","NC",28546,34.7809354440001,-77.359572236,439,"407 REGALWOOD DR, JACKSONVILLE, NC, 28546","Match","Exact","407 REGALWOOD DR, JACKSONVILLE, NC, 28546",14013210,"L"
201940,"407 RIDGE STREET APT B","CHARLOTTESVILLE","VA",22902,38.028034043,-78.486437339,440,"407 RIDGE STREET APT B, CHARLOTTESVILLE, VA, 22902","Match","Exact","407 RIDGE ST, CHARLOTTESVILLE, VA, 22902",83370796,"R"
201941,"407 RIDGELAND TER","LEONIA","NJ",7605,40.8624551240001,-73.977643969,441,"407 RIDGELAND TER, LEONIA, NJ, 7605","Match","Exact","407 RIDGELAND TER, LEONIA, NJ, 07605",64390082,"R"
201942,"407 RIGGSBEE FARM DRIVE","CARY","NC",27519,35.7964625540001,-78.8537582439999,442,"407 RIGGSBEE FARM DRIVE, CARY, NC, 27519","Match","Exact","407 RIGGSBEE FARM DR, CARY, NC, 27519",636580753,"L"
201943,"407 RIVER BEND RD","FORT WASHINGTON","MD",20744,38.775950337,-77.015135728,443,"407 RIVER BEND RD, FORT WASHINGTON, MD, 20744","Match","Exact","407 RIVER BEND RD, FT WASHINGTON, MD, 20744",76302102,"R"
201944,"407 RIVER DOWN RD","GEORGETOWN TEXAS","TX",78628,30.615955092,-97.706492034,444,"407 RIVER DOWN RD, GEORGETOWN TEXAS, TX, 78628","Match","Non_Exact","407 RIVER DOWN RD, GEORGETOWN, TX, 78628",126521958,"R"
201945,"407 RIVERDALE DRIVE","EASTLAKE","OH",44095,41.6764185760001,-81.4118495979999,445,"407 RIVERDALE DRIVE, EASTLAKE, OH, 44095","Match","Exact","407 RIVERDALE DR, EASTLAKE, OH, 44095",137458968,"L"
201946,"407 S 10TH STREET","PHILADELPHIA","PA",19147,39.944314266,-75.1582879549999,446,"407 S 10TH STREET, PHILADELPHIA, PA, 19147","Match","Exact","407 S 10TH ST, PHILADELPHIA, PA, 19147",131423796,"L"
201947,"407 S 6TH STREET","MITCHELL","IN",47446,38.730074061,-86.471058762,447,"407 S 6TH STREET, MITCHELL, IN, 47446","Match","Exact","407 S 6TH ST, MITCHELL, IN, 47446",42076799,"L"
201948,"407 S BERRY PINE RD","RAPID CITY","SD",57702,44.083002709,-103.302250134,448,"407 S BERRY PINE RD, RAPID CITY, SD, 57702","Match","Exact","407 S BERRY PINE RD, RAPID CITY, SD, 57702",205506110,"R"
201949,"407 S BROADWAY","LEROY","MN",55951,43.507417547,-92.5060366719999,449,"407 S BROADWAY, LEROY, MN, 55951","Match","Non_Exact","407 BROADWAY, LE ROY, MN, 55951",27629465,"R"
201950,"407 S EDWARDS ST","ALTAMONT","IL",62411,39.054869227,-88.745636104,450,"407 S EDWARDS ST, ALTAMONT, IL, 62411","Match","Exact","407 EDWARDS ST, ALTAMONT, IL, 62411",94760278,"R"
201951,"407 S HOWARD STREET","WITTENBERG","WA",54499,NA,NA,451,"407 S HOWARD STREET, WITTENBERG, WA, 54499","No_Match",NA,NA,NA,NA
